col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50
Electronics,554,601,Sports,524,721,Electronics,984,972,Electronics,753,325,Home,760,492,Clothing,189,645,Books,964,616,Sports,802,451,Clothing,624,89,Sports,22,217,Sports,828,540,Electronics,122,839,Clothing,43,389,Home,133,166,Sports,527,246,Sports,349,293,Books,792
Home,651,177,Sports,980,877,Clothing,40,245,Sports,535,614,Books,397,708,Clothing,327,444,Books,71,179,Books,885,285,Clothing,688,489,Sports,799,952,Clothing,375,651,Sports,428,304,Books,443,762,Home,263,707,Electronics,138,558,Sports,433,755,Home,138
Clothing,795,204,Books,84,608,Home,647,381,Electronics,12,643,Home,71,429,Clothing,605,695,Home,963,396,Electronics,137,562,Electronics,850,174,Home,152,525,Sports,242,213,Books,911,50,Sports,120,426,Books,851,607,Home,394,105,Electronics,670,970,Sports,535
Books,920,646,Electronics,900,93,Clothing,965,52,Electronics,117,399,Clothing,593,640,Sports,567,837,Clothing,206,81,Electronics,290,218,Home,327,891,Electronics,344,353,Books,298,887,Sports,19,979,Books,3,88,Electronics,176,71,Electronics,418,109,Clothing,956,92,Sports,491
Electronics,227,594,Electronics,94,557,Home,774,162,Books,108,963,Electronics,969,314,Books,673,727,Clothing,58,493,Home,554,814,Home,970,561,Clothing,102,689,Sports,36,966,Sports,107,161,Sports,436,654,Clothing,445,347,Home,166,275,Home,317,215,Home,722
Sports,423,533,Clothing,415,574,Books,936,191,Home,684,333,Clothing,544,532,Clothing,997,188,Home,528,15,Sports,653,63,Sports,371,204,Clothing,625,919,Sports,11,712,Clothing,525,54,Electronics,453,678,Books,423,971,Sports,370,132,Clothing,984,900,Books,288
Clothing,72,911,Sports,342,542,Sports,181,122,Books,39,709,Electronics,794,493,Electronics,116,146,Books,92,644,Books,955,939,Home,256,627,Electronics,775,352,Sports,570,492,Sports,887,72,Electronics,406,752,Clothing,915,148,Electronics,345,125,Electronics,349,634,Books,524
Home,243,128,Books,719,971,Clothing,739,411,Clothing,554,917,Electronics,874,721,Sports,677,291,Electronics,576,940,Electronics,501,517,Home,734,106,Sports,31,602,Home,663,943,Sports,429,133,Books,604,430,Electronics,970,672,Books,495,823,Electronics,191,946,Electronics,483
Clothing,530,195,Sports,550,782,Home,265,780,Books,734,361,Sports,180,172,Clothing,471,452,Electronics,412,17,Home,334,388,Electronics,918,96,Clothing,520,659,Books,238,738,Sports,914,81,Electronics,973,608,Books,707,35,Books,903,199,Home,114,142,Home,432
Electronics,589,194,Home,421,437,Home,106,294,Home,48,279,Clothing,150,906,Sports,478,757,Sports,70,27,Sports,801,993,Books,66,237,Home,613,645,Home,523,402,Home,864,763,Electronics,964,424,Sports,25,598,Clothing,468,319,Sports,792,55,Home,630
Home,45,184,Sports,348,10,Sports,833,246,Electronics,347,47,Sports,412,302,Electronics,886,93,Clothing,284,367,Sports,314,793,Electronics,372,450,Sports,151,869,Electronics,991,206,Electronics,190,752,Books,131,171,Sports,865,10,Clothing,27,324,Electronics,97,247,Electronics,472
Books,472,247,Sports,715,456,Books,487,996,Home,856,214,Electronics,951,875,Electronics,703,80,Books,914,943,Clothing,536,559,Books,425,936,Clothing,908,528,Books,789,643,Home,519,657,Sports,64,167,Books,267,836,Sports,400,359,Electronics,965,466,Clothing,536
Clothing,371,873,Home,782,415,Clothing,404,184,Books,835,546,Home,592,382,Home,87,788,Clothing,594,980,Sports,750,427,Electronics,247,408,Home,524,429,Home,409,612,Sports,290,4,Sports,159,959,Sports,282,737,Clothing,228,700,Books,786,676,Clothing,746
Electronics,855,872,Home,587,518,Home,390,449,Sports,478,809,Electronics,484,360,Home,788,727,Electronics,171,35,Home,192,479,Clothing,659,337,Clothing,496,871,Electronics,376,542,Electronics,809,399,Books,941,804,Electronics,181,691,Sports,974,31,Sports,633,367,Clothing,123
Sports,652,324,Books,128,979,Clothing,608,346,Clothing,547,730,Clothing,473,717,Books,913,709,Books,207,925,Home,547,183,Books,370,896,Sports,734,333,Clothing,288,404,Books,717,47,Clothing,533,951,Clothing,429,428,Electronics,395,790,Clothing,735,314,Home,285
Home,689,160,Electronics,841,375,Electronics,973,168,Home,768,815,Clothing,796,505,Home,39,832,Home,910,909,Home,271,316,Books,43,392,Home,110,669,Electronics,539,696,Clothing,317,944,Electronics,282,415,Clothing,417,208,Clothing,818,664,Electronics,152,994,Sports,776
Clothing,734,706,Clothing,152,531,Home,807,616,Books,865,159,Clothing,541,761,Sports,639,997,Electronics,278,280,Home,337,506,Clothing,968,437,Clothing,949,220,Electronics,408,848,Home,42,8,Sports,946,413,Home,596,941,Clothing,135,469,Home,550,42,Sports,477
Clothing,927,622,Home,522,524,Books,123,405,Electronics,805,35,Clothing,362,697,Home,529,882,Electronics,654,786,Electronics,497,446,Electronics,119,899,Books,553,169,Books,817,65,Sports,761,294,Clothing,153,510,Home,603,400,Books,738,759,Clothing,321,223,Books,878
Books,92,925,Electronics,38,373,Sports,789,416,Books,936,903,Home,833,678,Sports,182,157,Books,19,227,Home,149,247,Clothing,677,955,Books,683,702,Books,870,859,Home,501,854,Home,662,620,Electronics,347,251,Books,611,248,Home,478,118,Electronics,489
Books,22,66,Books,427,704,Home,37,601,Electronics,784,488,Sports,671,364,Sports,641,960,Clothing,862,219,Sports,702,655,Clothing,280,186,Sports,123,550,Books,741,262,Home,854,961,Home,66,173,Sports,644,692,Clothing,284,506,Clothing,913,137,Sports,30
Sports,172,930,Sports,105,615,Electronics,780,524,Sports,944,813,Books,606,272,Books,477,769,Electronics,275,364,Books,439,321,Clothing,984,379,Sports,960,778,Clothing,452,907,Books,674,604,Home,168,105,Clothing,929,391,Electronics,649,230,Electronics,210,629,Books,428
Sports,604,254,Books,165,882,Sports,710,601,Clothing,18,825,Sports,616,423,Sports,410,705,Sports,896,446,Books,195,725,Electronics,462,487,Home,23,53,Electronics,894,52,Books,563,37,Sports,374,165,Clothing,10,675,Home,3,369,Books,436,840,Home,292
Electronics,192,283,Books,938,762,Books,767,666,Home,914,736,Electronics,25,353,Home,386,479,Electronics,167,142,Sports,449,324,Books,955,657,Electronics,850,805,Sports,36,616,Books,805,987,Electronics,969,851,Clothing,420,933,Home,651,440,Home,250,608,Sports,531
Electronics,77,60,Home,544,756,Clothing,503,36,Books,910,510,Clothing,63,667,Home,429,811,Clothing,929,766,Clothing,974,914,Home,798,912,Clothing,883,722,Clothing,266,914,Sports,726,449,Electronics,324,23,Clothing,391,921,Clothing,916,668,Sports,801,798,Home,185
Sports,281,118,Clothing,212,850,Clothing,527,16,Books,736,629,Clothing,756,741,Clothing,947,968,Home,166,15,Home,93,594,Sports,700,112,Electronics,200,699,Home,974,999,Home,296,581,Sports,879,176,Books,678,176,Books,624,259,Sports,123,75,Sports,874
Sports,364,423,Home,526,439,Home,917,206,Home,127,918,Books,693,896,Books,995,353,Electronics,32,832,Clothing,302,40,Clothing,694,609,Books,575,500,Electronics,93,729,Electronics,412,982,Clothing,470,725,Books,779,962,Sports,620,35,Books,687,841,Sports,772
Home,179,556,Sports,742,195,Sports,597,494,Electronics,332,623,Sports,914,880,Electronics,268,425,Books,14,537,Electronics,775,705,Clothing,448,634,Clothing,239,441,Sports,593,504,Electronics,19,754,Sports,869,815,Electronics,133,175,Electronics,532,318,Clothing,939,594,Clothing,845
Books,238,998,Home,132,265,Electronics,92,674,Clothing,810,838,Electronics,421,720,Electronics,10,882,Clothing,866,265,Home,488,712,Electronics,503,4,Books,444,966,Sports,778,816,Home,423,1,Electronics,280,133,Sports,294,287,Books,561,418,Clothing,824,854,Electronics,165
Electronics,135,722,Sports,152,507,Electronics,100,881,Sports,2,661,Clothing,491,847,Clothing,13,96,Electronics,663,541,Electronics,849,249,Electronics,4,110,Clothing,597,251,Books,229,172,Sports,999,160,Home,370,104,Clothing,594,771,Home,896,11,Books,308,486,Sports,597
Books,877,36,Home,96,646,Books,977,920,Home,53,237,Books,317,592,Home,935,616,Home,98,230,Clothing,217,318,Electronics,957,373,Home,248,161,Electronics,43,247,Electronics,277,950,Electronics,478,708,Sports,3,723,Electronics,383,230,Electronics,469,692,Sports,412
Books,902,531,Clothing,503,897,Sports,686,712,Clothing,730,359,Books,947,646,Books,281,274,Books,851,979,Books,374,843,Electronics,578,794,Electronics,808,620,Sports,375,360,Electronics,556,902,Books,416,42,Clothing,509,939,Home,230,846,Sports,121,815,Sports,886
Sports,280,91,Electronics,522,426,Sports,455,987,Books,983,561,Electronics,329,541,Home,370,264,Sports,601,781,Clothing,361,138,Books,30,710,Sports,894,806,Electronics,140,50,Clothing,38,418,Clothing,960,375,Books,706,559,Books,240,41,Clothing,153,771,Electronics,604
Home,19,301,Clothing,374,861,Clothing,727,423,Clothing,60,47,Books,79,936,Clothing,37,509,Electronics,794,843,Home,47,901,Books,714,77,Home,630,120,Clothing,954,557,Home,137,394,Sports,294,845,Books,549,157,Home,147,604,Books,318,20,Home,195
Clothing,595,724,Home,875,951,Books,877,960,Sports,547,101,Books,861,913,Electronics,950,25,Electronics,982,587,Books,811,908,Sports,415,851,Clothing,655,732,Home,529,533,Home,219,694,Sports,844,173,Sports,310,223,Electronics,74,305,Home,269,336,Clothing,580
Home,740,917,Books,16,689,Books,598,205,Clothing,960,923,Sports,357,296,Books,952,424,Clothing,971,336,Books,731,513,Home,874,699,Books,609,656,Clothing,929,740,Electronics,89,801,Home,537,200,Clothing,889,254,Books,566,810,Sports,411,681,Home,213
Home,371,919,Electronics,679,867,Books,394,157,Books,673,778,Clothing,901,327,Home,320,845,Home,818,757,Home,203,562,Clothing,256,662,Electronics,606,254,Clothing,58,56,Home,507,671,Books,254,636,Books,480,874,Books,432,257,Electronics,543,776,Clothing,318
Books,777,734,Books,608,99,Sports,594,415,Sports,297,598,Sports,567,610,Sports,582,112,Clothing,351,400,Books,99,671,Electronics,624,724,Electronics,981,219,Sports,576,931,Sports,398,228,Electronics,372,503,Clothing,875,642,Books,690,191,Sports,267,783,Clothing,530
Home,112,217,Clothing,18,30,Clothing,834,831,Sports,703,428,Books,940,109,Sports,576,944,Sports,895,795,Sports,587,614,Clothing,477,756,Books,109,252,Clothing,23,434,Clothing,126,993,Clothing,778,73,Books,265,552,Electronics,580,352,Books,463,523,Sports,358
Electronics,763,735,Electronics,409,291,Books,886,299,Sports,857,947,Home,457,311,Sports,283,662,Sports,873,646,Books,116,318,Clothing,753,369,Home,698,446,Clothing,542,56,Sports,407,938,Clothing,956,476,Clothing,426,142,Sports,335,248,Books,522,124,Home,790
Books,676,923,Home,7,575,Clothing,972,19,Books,772,402,Electronics,613,612,Electronics,590,455,Electronics,709,587,Home,248,369,Clothing,696,478,Home,482,632,Clothing,131,347,Books,761,306,Electronics,200,920,Clothing,878,717,Books,997,607,Clothing,452,373,Sports,928
Electronics,870,98,Books,696,487,Books,505,499,Electronics,277,964,Books,10,794,Sports,694,480,Sports,374,650,Books,274,155,Home,407,894,Sports,859,776,Home,226,552,Clothing,692,959,Books,34,52,Electronics,394,237,Electronics,970,380,Electronics,254,635,Electronics,653
Clothing,680,456,Home,894,406,Sports,117,138,Books,624,749,Books,793,26,Sports,379,320,Books,364,291,Electronics,724,993,Home,697,495,Electronics,403,218,Home,337,563,Home,58,497,Electronics,109,745,Electronics,189,546,Clothing,938,124,Clothing,526,210,Clothing,668
Books,221,531,Sports,245,939,Clothing,679,568,Electronics,644,867,Sports,573,395,Clothing,923,191,Electronics,479,625,Electronics,646,44,Home,175,440,Sports,988,940,Electronics,310,666,Electronics,790,841,Electronics,826,145,Home,519,949,Sports,789,537,Electronics,25,855,Books,988
Clothing,920,809,Electronics,943,28,Home,754,700,Electronics,607,998,Electronics,695,246,Clothing,470,766,Books,311,410,Clothing,943,916,Books,266,47,Clothing,232,870,Clothing,576,436,Books,414,333,Electronics,260,202,Electronics,54,234,Electronics,796,681,Books,419,112,Home,374
Books,304,538,Books,883,146,Books,790,43,Books,824,294,Clothing,486,281,Clothing,100,30,Sports,963,664,Books,336,419,Clothing,228,939,Books,884,21,Electronics,333,653,Electronics,591,493,Home,401,341,Sports,515,872,Clothing,880,331,Sports,994,994,Sports,882
Sports,703,28,Clothing,978,288,Sports,491,304,Clothing,753,548,Electronics,778,868,Home,263,708,Clothing,916,892,Clothing,495,648,Electronics,467,378,Sports,292,558,Clothing,502,742,Home,165,476,Electronics,74,533,Electronics,717,953,Home,205,369,Books,697,272,Electronics,439
Home,325,576,Clothing,879,581,Clothing,342,296,Books,463,316,Books,870,170,Sports,429,292,Electronics,440,695,Books,809,477,Electronics,84,125,Sports,431,161,Sports,108,285,Sports,422,689,Home,757,54,Books,504,205,Clothing,636,451,Clothing,753,895,Clothing,415
Sports,437,324,Clothing,594,950,Electronics,426,290,Sports,260,708,Sports,916,176,Electronics,365,59,Clothing,143,563,Clothing,616,782,Books,931,512,Sports,456,540,Electronics,322,266,Sports,21,79,Books,933,904,Books,499,229,Books,76,804,Home,943,168,Clothing,205
Clothing,438,223,Clothing,643,252,Sports,470,366,Clothing,132,237,Home,170,514,Sports,454,915,Electronics,955,957,Books,450,847,Books,618,603,Clothing,943,115,Books,917,83,Books,814,159,Clothing,989,643,Electronics,170,576,Clothing,977,63,Sports,943,799,Sports,229
Home,170,80,Books,129,162,Sports,134,625,Home,236,586,Books,63,617,Sports,671,282,Clothing,313,989,Home,378,584,Sports,45,280,Clothing,624,927,Sports,394,161,Sports,770,405,Books,146,524,Home,373,157,Sports,835,255,Books,671,315,Sports,214
Books,375,563,Sports,801,927,Electronics,878,369,Home,771,864,Electronics,969,604,Home,465,57,Home,671,138,Sports,857,363,Sports,342,746,Clothing,675,583,Home,519,335,Electronics,740,279,Home,535,592,Books,741,967,Home,993,384,Home,273,293,Electronics,356
Home,557,458,Clothing,455,110,Electronics,180,129,Home,756,842,Electronics,505,257,Clothing,455,590,Electronics,581,432,Clothing,897,47,Home,115,289,Sports,451,442,Clothing,793,565,Electronics,908,813,Electronics,900,269,Sports,22,69,Clothing,423,325,Clothing,930,535,Home,373
Electronics,381,614,Clothing,586,865,Home,677,275,Sports,55,747,Home,259,134,Sports,781,949,Electronics,14,791,Sports,688,193,Books,387,75,Home,46,586,Books,347,151,Sports,123,910,Sports,191,758,Sports,252,409,Electronics,964,291,Clothing,79,713,Books,534
Home,986,176,Clothing,876,644,Home,212,257,Sports,709,429,Electronics,427,503,Books,369,143,Books,278,348,Books,130,491,Books,768,297,Books,941,740,Home,796,373,Clothing,354,171,Clothing,683,671,Books,667,514,Books,318,755,Home,8,550,Clothing,518
Electronics,14,522,Sports,571,398,Home,518,376,Electronics,83,330,Electronics,459,40,Books,790,904,Home,765,299,Clothing,583,804,Sports,782,577,Books,977,758,Clothing,596,545,Electronics,201,974,Clothing,75,88,Books,972,210,Clothing,970,3,Home,661,988,Clothing,239
Home,743,749,Electronics,72,271,Sports,585,88,Sports,510,459,Sports,4,292,Clothing,15,35,Clothing,303,228,Clothing,846,998,Home,1,69,Clothing,568,375,Clothing,802,769,Sports,151,229,Home,894,215,Clothing,37,586,Home,248,633,Home,155,404,Books,601
Electronics,669,457,Clothing,160,188,Sports,413,921,Electronics,870,626,Electronics,241,257,Clothing,939,204,Home,851,935,Sports,210,981,Clothing,44,197,Electronics,557,310,Clothing,323,546,Electronics,791,204,Clothing,746,89,Home,601,664,Electronics,375,783,Clothing,999,507,Home,546
Clothing,500,423,Clothing,87,532,Sports,357,964,Home,288,743,Clothing,156,497,Sports,114,132,Clothing,106,521,Home,225,990,Electronics,992,47,Electronics,342,875,Home,134,419,Sports,315,52,Books,145,695,Books,246,946,Books,370,827,Books,244,705,Home,910
Sports,646,100,Clothing,401,276,Home,453,216,Books,380,649,Home,297,527,Books,863,76,Electronics,234,722,Sports,925,775,Clothing,3,976,Sports,155,367,Electronics,114,974,Electronics,467,626,Clothing,338,185,Sports,881,561,Sports,489,533,Sports,16,378,Sports,973
Books,391,890,Electronics,462,689,Clothing,435,359,Books,314,13,Books,511,193,Electronics,459,288,Books,128,337,Books,871,942,Books,406,884,Sports,526,236,Books,211,985,Sports,644,651,Books,763,513,Clothing,97,605,Electronics,890,813,Books,988,744,Home,758
Home,549,740,Clothing,529,611,Sports,77,852,Sports,457,185,Home,166,851,Electronics,85,384,Clothing,298,794,Home,65,134,Clothing,619,298,Books,428,509,Electronics,301,271,Sports,74,230,Books,246,838,Clothing,461,147,Electronics,211,284,Books,547,887,Books,892
Sports,565,403,Electronics,89,247,Sports,283,481,Home,963,82,Books,523,25,Books,129,297,Electronics,455,93,Sports,243,968,Sports,752,785,Books,418,267,Electronics,957,597,Clothing,81,224,Books,801,122,Clothing,127,876,Sports,803,443,Sports,695,112,Sports,251
Books,530,576,Electronics,661,324,Sports,727,284,Home,930,367,Sports,755,590,Clothing,811,97,Sports,248,534,Electronics,479,434,Sports,984,887,Books,358,958,Electronics,548,597,Sports,502,968,Clothing,91,809,Books,265,592,Electronics,821,389,Books,829,289,Home,956
Books,983,380,Home,823,18,Home,677,107,Electronics,191,313,Electronics,416,854,Home,471,522,Sports,502,900,Electronics,630,734,Clothing,729,98,Electronics,881,405,Electronics,598,642,Sports,280,186,Clothing,439,971,Books,742,377,Books,14,379,Home,294,382,Electronics,97
Electronics,492,531,Home,6,408,Books,686,813,Electronics,217,165,Books,594,343,Home,63,857,Sports,829,684,Electronics,108,376,Clothing,483,238,Sports,377,152,Home,594,195,Books,223,737,Clothing,856,119,Books,3,68,Books,820,557,Clothing,886,637,Sports,543
Clothing,550,332,Clothing,596,411,Home,610,483,Home,245,943,Books,808,446,Electronics,797,43,Electronics,645,559,Books,230,880,Sports,992,838,Books,186,55,Sports,952,642,Clothing,717,622,Electronics,256,564,Clothing,405,204,Sports,677,787,Home,629,715,Home,255
Clothing,699,318,Books,945,801,Books,537,24,Sports,778,523,Sports,822,71,Clothing,961,299,Electronics,24,401,Books,27,312,Home,586,767,Electronics,968,360,Electronics,297,505,Clothing,679,536,Books,300,269,Clothing,703,601,Sports,861,495,Sports,883,212,Electronics,828
Sports,385,653,Home,84,125,Home,421,232,Sports,32,924,Home,126,802,Sports,638,744,Clothing,398,531,Sports,795,743,Home,922,104,Books,995,142,Books,799,803,Books,770,408,Sports,357,116,Clothing,580,261,Clothing,174,542,Electronics,773,213,Books,936
Clothing,196,537,Home,250,320,Clothing,151,44,Home,261,518,Home,723,267,Books,348,832,Books,978,547,Clothing,620,214,Books,330,872,Books,633,800,Clothing,937,871,Home,17,854,Home,79,142,Books,514,253,Home,17,418,Electronics,400,196,Electronics,384
Home,755,740,Books,666,153,Clothing,732,386,Books,157,929,Home,720,336,Electronics,890,401,Clothing,48,409,Home,877,783,Electronics,670,464,Books,679,886,Sports,995,49,Books,912,35,Electronics,753,879,Electronics,289,4,Electronics,308,186,Electronics,586,507,Clothing,568
